timeframe,rank,similarity,candidate_start,candidate_end,local_index,open_time,level_price,level_type,interaction,repeated_test,post_interaction_expansion,open,high,low,close,volume
1d,18,0.7032516543305379,234,253,11,1551571200000,134.985,BODY_ZONE,TEST,0,1,132.54,134.6,128.01,130.6,222453.2859
1d,18,0.7032516543305379,234,253,15,1551916800000,134.985,BODY_ZONE,PULLBACK,1,1,137.37,140.2,135.2,136.81,307336.4931
1d,18,0.7032516543305379,234,253,16,1552003200000,129.26999999999998,SWING_LOW,HOLD,1,0,136.82,139.34,130.62,133.52,330283.58233
1d,18,0.7032516543305379,234,253,18,1552176000000,134.985,BODY_ZONE,REJECTION,1,0,137.27,137.5,134.0,135.37,203965.16815
1d,18,0.7032516543305379,234,253,19,1552262400000,134.985,BODY_ZONE,TEST,1,0,135.37,136.15,131.0,132.67,264587.00683
1d,19,0.703072071099951,1681,1700,10,1676505600000,1642.655,BODY_ZONE,REJECTION,0,0,1674.92,1742.97,1633.72,1637.84,832723.6731
1d,19,0.703072071099951,1681,1700,11,1676592000000,1697.91,SWING_HIGH,HOLD,0,0,1637.83,1722.0,1630.51,1693.87,579934.663
1d,19,0.703072071099951,1681,1700,12,1676678400000,1697.91,SWING_HIGH,REJECTION,1,0,1693.81,1713.13,1679.77,1691.62,267305.7813
1d,19,0.703072071099951,1681,1700,14,1676851200000,1697.91,SWING_HIGH,HOLD,1,0,1679.74,1719.89,1650.56,1703.27,451314.8335
1d,19,0.703072071099951,1681,1700,15,1676937600000,1642.655,BODY_ZONE,TEST,1,0,1703.27,1716.66,1636.3,1659.76,520354.4688
1d,19,0.703072071099951,1681,1700,16,1677024000000,1642.655,BODY_ZONE,REJECTION,1,0,1659.77,1666.95,1595.07,1643.14,528875.4809
1d,19,0.703072071099951,1681,1700,17,1677110400000,1642.655,BODY_ZONE,PULLBACK,1,1,1643.15,1679.0,1628.75,1650.53,501305.9717
1d,19,0.703072071099951,1681,1700,18,1677196800000,1606.5974999999999,BODY_ZONE,REJECTION,0,0,1650.52,1664.66,1575.64,1607.8,512515.4982
1d,19,0.703072071099951,1681,1700,19,1677283200000,1606.5974999999999,BODY_ZONE,TEST,1,0,1607.8,1608.98,1557.33,1594.58,290188.0391
1d,20,0.7028397932574537,2118,2137,11,1714348800000,3293.56,SWING_HIGH,HOLD,0,1,3263.44,3286.95,3115.13,3216.73,421831.2912
1d,20,0.7028397932574537,2118,2137,15,1714694400000,3077.33625,BODY_ZONE+SWING_LOW,HOLD,0,0,2986.19,3126.99,2958.32,3102.61,355825.8391
1d,20,0.7028397932574537,2118,2137,16,1714780800000,3077.33625,BODY_ZONE+SWING_LOW,HOLD,1,0,3102.61,3168.0,3092.85,3117.23,196263.9488
1d,20,0.7028397932574537,2118,2137,17,1714867200000,3077.33625,BODY_ZONE+SWING_LOW,REJECTION,1,1,3117.24,3171.93,3072.99,3136.41,218760.2662
1d,20,0.7028397932574537,2118,2137,18,1714953600000,3077.33625,BODY_ZONE+SWING_LOW,REJECTION,1,0,3136.4,3221.4,3046.35,3062.6,355135.3027
1d,21,0.699588724107197,1378,1397,10,1650326400000,3115.0534374999997,BODY_ZONE+SWING_HIGH,HOLD,0,1,3055.56,3131.0,3030.34,3101.77,359375.0038
1d,21,0.699588724107197,1378,1397,12,1650499200000,2963.15,SWING_LOW,HOLD,0,0,3076.03,3180.0,2942.31,2983.58,562699.697
1d,21,0.699588724107197,1378,1397,13,1650585600000,2963.15,SWING_LOW,HOLD,1,0,2983.57,3034.32,2930.35,2962.39,452433.082
1d,21,0.699588724107197,1378,1397,14,1650672000000,2963.15,SWING_LOW,TEST,1,0,2962.39,2978.03,2913.89,2933.03,187576.7324
1d,21,0.699588724107197,1378,1397,15,1650758400000,2963.15,SWING_LOW,TEST,1,1,2933.04,2967.06,2912.09,2921.0,218957.0222
1d,21,0.699588724107197,1378,1397,19,1651104000000,2963.15,SWING_LOW,TEST,1,0,2888.95,2980.0,2853.83,2936.93,537392.9978
1d,22,0.6994145532055238,1876,1895,10,1693353600000,1696.6799999999998,BODY_ZONE+SWING_HIGH,TEST,0,1,1729.41,1730.93,1694.34,1705.23,202841.4402
1d,22,0.6994145532055238,1876,1895,11,1693440000000,1621.75,SWING_LOW,HOLD,0,0,1705.23,1729.0,1630.0,1645.76,330518.2668
1d,22,0.6994145532055238,1876,1895,12,1693526400000,1654.29,BODY_ZONE,TEST,0,0,1645.77,1654.53,1602.33,1629.12,302406.1686
1d,22,0.6994145532055238,1876,1895,13,1693612800000,1621.75,SWING_LOW,HOLD,1,0,1629.13,1645.0,1628.03,1637.03,102145.9476
1d,22,0.6994145532055238,1876,1895,14,1693699200000,1621.75,SWING_LOW,REJECTION,1,0,1637.02,1647.5,1625.14,1635.84,116767.2862
1d,22,0.6994145532055238,1876,1895,15,1693785600000,1621.75,SWING_LOW,REJECTION,1,1,1635.84,1644.82,1616.32,1630.51,168010.9056
1d,22,0.6994145532055238,1876,1895,16,1693872000000,1654.29,BODY_ZONE,REJECTION,1,1,1630.52,1648.02,1609.69,1634.45,204365.4907
1d,22,0.6994145532055238,1876,1895,18,1694044800000,1621.75,SWING_LOW,HOLD,1,0,1633.15,1660.0,1623.4,1648.11,228558.2782
1d,22,0.6994145532055238,1876,1895,19,1694131200000,1654.29,BODY_ZONE,PULLBACK,1,0,1648.11,1658.93,1616.21,1636.44,221570.0458
1d,23,0.6989150544921906,2119,2138,10,1714348800000,3293.56,SWING_HIGH,HOLD,0,1,3263.44,3286.95,3115.13,3216.73,421831.2912
1d,23,0.6989150544921906,2119,2138,14,1714694400000,3087.795,BODY_ZONE+SWING_LOW,HOLD,0,0,2986.19,3126.99,2958.32,3102.61,355825.8391
1d,23,0.6989150544921906,2119,2138,15,1714780800000,3087.795,BODY_ZONE+SWING_LOW,HOLD,1,0,3102.61,3168.0,3092.85,3117.23,196263.9488
1d,23,0.6989150544921906,2119,2138,16,1714867200000,3185.23,BODY_ZONE,REJECTION,0,1,3117.24,3171.93,3072.99,3136.41,218760.2662
1d,23,0.6989150544921906,2119,2138,17,1714953600000,3087.795,BODY_ZONE+SWING_LOW,REJECTION,1,0,3136.4,3221.4,3046.35,3062.6,355135.3027
1d,24,0.6975413188149285,1742,1761,10,1681776000000,2127.0425,BODY_ZONE+SWING_HIGH,HOLD,0,1,2073.99,2125.0,2051.0,2103.5,414244.6135
1d,24,0.6975413188149285,1742,1761,12,1681948800000,1951.0375,BODY_ZONE+SWING_HIGH,REJECTION,0,1,1933.74,1982.99,1914.43,1942.98,625336.2495
1d,24,0.6975413188149285,1742,1761,13,1682035200000,1824.01,SWING_LOW,HOLD,0,0,1942.98,1957.27,1825.0,1848.78,688876.6186
1d,24,0.6975413188149285,1742,1761,14,1682121600000,1884.555,BODY_ZONE,PULLBACK,0,0,1848.77,1887.31,1841.64,1874.16,331007.5879
1d,24,0.6975413188149285,1742,1761,15,1682208000000,1884.555,BODY_ZONE,PULLBACK,1,0,1874.17,1882.01,1836.37,1862.0,344514.3444
1d,24,0.6975413188149285,1742,1761,16,1682294400000,1884.555,BODY_ZONE,TEST,1,0,1862.01,1890.0,1806.0,1841.84,447864.0517
1d,24,0.6975413188149285,1742,1761,17,1682380800000,1884.555,BODY_ZONE,PULLBACK,1,1,1841.84,1877.86,1801.66,1866.1,457870.6047
1d,24,0.6975413188149285,1742,1761,18,1682467200000,1852.65,SWING_LOW,REJECTION,0,0,1866.1,1964.72,1785.0,1866.01,897709.7298
1d,24,0.6975413188149285,1742,1761,19,1682553600000,1852.65,SWING_LOW,HOLD,1,0,1866.01,1940.96,1861.19,1908.68,727472.9466
1d,25,0.6972651978646623,1423,1442,10,1654214400000,1763.75,SWING_LOW,REJECTION,0,0,1834.09,1843.91,1737.0,1775.12,741282.5346
1d,25,0.6972651978646623,1423,1442,11,1654300800000,1763.75,SWING_LOW,REJECTION,1,0,1775.13,1816.0,1748.43,1804.58,388279.4579
1d,25,0.6972651978646623,1423,1442,12,1654387200000,1763.75,SWING_LOW,REJECTION,1,1,1804.58,1830.17,1773.05,1806.23,371974.5061
1d,25,0.6972651978646623,1423,1442,14,1654560000000,1889.9450000000002,BODY_ZONE,PULLBACK,0,0,1859.84,1874.98,1725.13,1813.33,1397598.2288
1d,25,0.6972651978646623,1423,1442,15,1654646400000,1763.75,SWING_LOW,REJECTION,1,0,1813.33,1838.77,1765.28,1791.88,941510.1373
1d,25,0.6972651978646623,1423,1442,16,1654732800000,1763.75,SWING_LOW,HOLD,1,1,1791.88,1833.0,1777.33,1788.81,535310.9618
